username,rating,date,review,clean,Token,Stopwords,Stemming,Label
Fajar Susilo,3,8/27/2023 17:15,"Udah bertahun-tahun pake sampai akhirnya ada fitur seperti reel musik-musik gitu nambah enak, tapi ko di update selanjutnya di hilangin kenapa??? Padahal bagus loh buat explore selera baru",udah bertahuntahun pake sampai akhirnya ada fitur seperti reel musikmusik gitu nambah enak tapi ko di update selanjutnya di hilangin kenapa padahal bagus loh buat explore selera baru,"['udah', 'bertahuntahun', 'pake', 'sampai', 'akhirnya', 'ada', 'fitur', 'seperti', 'reel', 'musikmusik', 'gitu', 'nambah', 'enak', 'tapi', 'ko', 'di', 'update', 'selanjutnya', 'di', 'hilangin', 'kenapa', 'padahal', 'bagus', 'loh', 'buat', 'explore', 'selera', 'baru']","['udah', 'bertahuntahun', 'pake', 'fitur', 'reel', 'musikmusik', 'gitu', 'nambah', 'enak', 'update', 'hilangin', 'bagus', 'loh', 'explore', 'selera']","['udah', 'bertahuntahun', 'pake', 'fitur', 'reel', 'musikmusik', 'gitu', 'nambah', 'enak', 'update', 'hilangin', 'bagus', 'loh', 'explore', 'selera']",Negative
Muhamad Adinda Putra,5,8/26/2023 10:32,"Fitur-fitur streaming musik yang luar biasa, menawarkan pengalaman mendengarkan musik yang tak tertandingi. Dengan rekomendasi personalisasi yang cerdas, pustaka lagu yang luas dari berbagai genre, dan fitur playlist berdasarkan suasana hati, aplikasi ini memanjakan pengguna dengan kemampuan menemukan musik baru yang sesuai dengan selera mereka. Selain itu, integrasi yang mulus dengan perangkat, pilihan podcast yang beragam, dan fitur berbagi .",fiturfitur streaming musik yang luar biasa menawarkan pengalaman mendengarkan musik yang tak tertandingi dengan rekomendasi personalisasi yang cerdas pustaka lagu yang luas dari berbagai genre dan fitur playlist berdasarkan suasana hati aplikasi ini memanjakan pengguna dengan kemampuan menemukan musik baru yang sesuai dengan selera mereka selain itu integrasi yang mulus dengan perangkat pilihan podcast yang beragam dan fitur berbagi ,"['fiturfitur', 'streaming', 'musik', 'yang', 'luar', 'biasa', 'menawarkan', 'pengalaman', 'mendengarkan', 'musik', 'yang', 'tak', 'tertandingi', 'dengan', 'rekomendasi', 'personalisasi', 'yang', 'cerdas', 'pustaka', 'lagu', 'yang', 'luas', 'dari', 'berbagai', 'genre', 'dan', 'fitur', 'playlist', 'berdasarkan', 'suasana', 'hati', 'aplikasi', 'ini', 'memanjakan', 'pengguna', 'dengan', 'kemampuan', 'menemukan', 'musik', 'baru', 'yang', 'sesuai', 'dengan', 'selera', 'mereka', 'selain', 'itu', 'integrasi', 'yang', 'mulus', 'dengan', 'perangkat', 'pilihan', 'podcast', 'yang', 'beragam', 'dan', 'fitur', 'berbagi']","['fiturfitur', 'streaming', 'musik', 'menawarkan', 'pengalaman', 'mendengarkan', 'musik', 'tertandingi', 'rekomendasi', 'personalisasi', 'cerdas', 'pustaka', 'lagu', 'luas', 'genre', 'fitur', 'playlist', 'berdasarkan', 'suasana', 'hati', 'aplikasi', 'memanjakan', 'pengguna', 'kemampuan', 'menemukan', 'musik', 'sesuai', 'selera', 'integrasi', 'mulus', 'perangkat', 'pilihan', 'podcast', 'beragam', 'fitur', 'berbagi']","['fiturfitur', 'streaming', 'musik', 'tawar', 'alam', 'dengar', 'musik', 'tanding', 'rekomendasi', 'personal', 'cerdas', 'pustaka', 'lagu', 'luas', 'genre', 'fitur', 'playlist', 'dasar', 'suasana', 'hati', 'aplikasi', 'manja', 'guna', 'mampu', 'temu', 'musik', 'sesuai', 'selera', 'integrasi', 'mulus', 'perangkat', 'pilih', 'podcast', 'agam', 'fitur', 'bagi']",Positive
Petrus Hartamto Sianturi,5,8/25/2023 6:34,"Sukak kali dengan apk ni. Lengkap lagu"" nya. Dan pelayanan nya masih bagus walaupun nggak vip atau premium. Tapi minta tolong untuk algoritma untuk lagu rekomendasi terkadang suka ngaur lagu nya. Tapi bisa lah, masih bagus",sukak kali dengan apk ni lengkap lagu nya dan pelayanan nya masih bagus walaupun nggak vip atau premium tapi minta tolong untuk algoritma untuk lagu rekomendasi terkadang suka ngaur lagu nya tapi bisa lah masih bagus,"['sukak', 'kali', 'dengan', 'apk', 'ni', 'lengkap', 'lagu', 'nya', 'dan', 'pelayanan', 'nya', 'masih', 'bagus', 'walaupun', 'nggak', 'vip', 'atau', 'premium', 'tapi', 'minta', 'tolong', 'untuk', 'algoritma', 'untuk', 'lagu', 'rekomendasi', 'terkadang', 'suka', 'ngaur', 'lagu', 'nya', 'tapi', 'bisa', 'lah', 'masih', 'bagus']","['sukak', 'kali', 'apk', 'ni', 'lengkap', 'lagu', 'pelayanan', 'bagus', 'nggak', 'vip', 'premium', 'tolong', 'algoritma', 'lagu', 'rekomendasi', 'terkadang', 'suka', 'ngaur', 'lagu', 'bagus']","['sukak', 'kali', 'apk', 'ni', 'lengkap', 'lagu', 'layan', 'bagus', 'nggak', 'vip', 'premium', 'tolong', 'algoritma', 'lagu', 'rekomendasi', 'terkadang', 'suka', 'ngaur', 'lagu', 'bagus']",Positive
Meppo Here,3,8/23/2023 2:06,"Di kurangin iklan nya, ga semua orang keuangannya bagus. Memaksa semua orang urntuk premium untuk fitur yang gaada guna nya sama sekali kecuali menghilangkan iklan. Inilah alasan orang pada pindah di aplikasi yang lain, sebenernya ini bagus dari dulu, cuma makin ke sini orang-orang (yang tidak premium) makin merasa risih aja sama iklannya. masa iya 1x lagu langsung iklan, walaupun ga sampe 60dtk tetep aja merasa keganggu. Tolong penuhi kemauan pengguna (yang tidak berlangganan premium).",di kurangin iklan nya ga semua orang keuangannya bagus memaksa semua orang urntuk premium untuk fitur yang gaada guna nya sama sekali kecuali menghilangkan iklan inilah alasan orang pada pindah di aplikasi yang lain sebenernya ini bagus dari dulu cuma makin ke sini orangorang yang tidak premium makin merasa risih aja sama iklannya masa iya    lagu langsung iklan walaupun ga sampe   dtk tetep aja merasa keganggu tolong penuhi kemauan pengguna yang tidak berlangganan premium,"['di', 'kurangin', 'iklan', 'nya', 'ga', 'semua', 'orang', 'keuangannya', 'bagus', 'memaksa', 'semua', 'orang', 'urntuk', 'premium', 'untuk', 'fitur', 'yang', 'gaada', 'guna', 'nya', 'sama', 'sekali', 'kecuali', 'menghilangkan', 'iklan', 'inilah', 'alasan', 'orang', 'pada', 'pindah', 'di', 'aplikasi', 'yang', 'lain', 'sebenernya', 'ini', 'bagus', 'dari', 'dulu', 'cuma', 'makin', 'ke', 'sini', 'orangorang', 'yang', 'tidak', 'premium', 'makin', 'merasa', 'risih', 'aja', 'sama', 'iklannya', 'masa', 'iya', 'lagu', 'langsung', 'iklan', 'walaupun', 'ga', 'sampe', 'dtk', 'tetep', 'aja', 'merasa', 'keganggu', 'tolong', 'penuhi', 'kemauan', 'pengguna', 'yang', 'tidak', 'berlangganan', 'premium']","['kurangin', 'iklan', 'ga', 'orang', 'keuangannya', 'bagus', 'memaksa', 'orang', 'urntuk', 'premium', 'fitur', 'gaada', 'kecuali', 'menghilangkan', 'iklan', 'alasan', 'orang', 'pindah', 'aplikasi', 'sebenernya', 'bagus', 'orangorang', 'premium', 'risih', 'aja', 'iklannya', 'iya', 'lagu', 'langsung', 'iklan', 'ga', 'sampe', 'dtk', 'tetep', 'aja', 'keganggu', 'tolong', 'penuhi', 'kemauan', 'pengguna', 'berlangganan', 'premium']","['rangin', 'iklan', 'ga', 'orang', 'uang', 'bagus', 'paksa', 'orang', 'urntuk', 'premium', 'fitur', 'gaada', 'kecuali', 'hilang', 'iklan', 'alas', 'orang', 'pindah', 'aplikasi', 'sebenernya', 'bagus', 'orangorang', 'premium', 'risih', 'aja', 'iklan', 'iya', 'lagu', 'langsung', 'iklan', 'ga', 'sampe', 'dtk', 'tetep', 'aja', 'ganggu', 'tolong', 'penuh', 'mau', 'guna', 'langgan', 'premium']",Negative
Ziuziune 123,1,8/22/2023 20:54,"Seru sih seru, tapi gabisa mutar lagu Yg kita mau dengar!! Malah harus Dengerin lagu yg lain atau beli premium! Kurang puas! malahan pas skip-skip lagunya malah harus premium juga!! Kenapa harus premium sih!! Jika pen cari untung coba cari cara lain jangan malah mempersusah dan mengurangi, contoh: iklat nya bakalan ada saat 7 kali putaran atau jangan banyakin premiunya! Bisa-bisa banyak yg pensiun dan milih app yg lainnya",seru sih seru tapi gabisa mutar lagu yg kita mau dengar malah harus dengerin lagu yg lain atau beli premium kurang puas malahan pas skipskip lagunya malah harus premium juga kenapa harus premium sih jika pen cari untung coba cari cara lain jangan malah mempersusah dan mengurangi contoh iklat nya bakalan ada saat   kali putaran atau jangan banyakin premiunya bisabisa banyak yg pensiun dan milih app yg lainnya,"['seru', 'sih', 'seru', 'tapi', 'gabisa', 'mutar', 'lagu', 'yg', 'kita', 'mau', 'dengar', 'malah', 'harus', 'dengerin', 'lagu', 'yg', 'lain', 'atau', 'beli', 'premium', 'kurang', 'puas', 'malahan', 'pas', 'skipskip', 'lagunya', 'malah', 'harus', 'premium', 'juga', 'kenapa', 'harus', 'premium', 'sih', 'jika', 'pen', 'cari', 'untung', 'coba', 'cari', 'cara', 'lain', 'jangan', 'malah', 'mempersusah', 'dan', 'mengurangi', 'contoh', 'iklat', 'nya', 'bakalan', 'ada', 'saat', 'kali', 'putaran', 'atau', 'jangan', 'banyakin', 'premiunya', 'bisabisa', 'banyak', 'yg', 'pensiun', 'dan', 'milih', 'app', 'yg', 'lainnya']","['seru', 'seru', 'gabisa', 'mutar', 'lagu', 'dengar', 'dengerin', 'lagu', 'beli', 'premium', 'puas', 'pas', 'skipskip', 'lagunya', 'premium', 'premium', 'pen', 'cari', 'untung', 'coba', 'cari', 'mempersusah', 'mengurangi', 'contoh', 'iklat', 'kali', 'putaran', 'banyakin', 'premiunya', 'bisabisa', 'pensiun', 'milih', 'app']","['seru', 'seru', 'gabisa', 'mutar', 'lagu', 'dengar', 'dengerin', 'lagu', 'beli', 'premium', 'puas', 'pas', 'skipskip', 'lagu', 'premium', 'premium', 'pen', 'cari', 'untung', 'coba', 'cari', 'susah', 'kurang', 'contoh', 'iklat', 'kali', 'putar', 'banyakin', 'premiunya', 'bisabisa', 'pensiun', 'milih', 'app']",Negative
Take Me,2,8/20/2023 20:27,"Awalnya suka banget sih sama spotify karena lagunya yang terbilang cukup kumplit,tapi setelah update malah jadi lebih banyak iklan dan lagunya gak bisa kita pilih sendiri kalo gak bayar, kecewa sih.",awalnya suka banget sih sama spotify karena lagunya yang terbilang cukup kumplittapi setelah update malah jadi lebih banyak iklan dan lagunya gak bisa kita pilih sendiri kalo gak bayar kecewa sih,"['awalnya', 'suka', 'banget', 'sih', 'sama', 'spotify', 'karena', 'lagunya', 'yang', 'terbilang', 'cukup', 'kumplittapi', 'setelah', 'update', 'malah', 'jadi', 'lebih', 'banyak', 'iklan', 'dan', 'lagunya', 'gak', 'bisa', 'kita', 'pilih', 'sendiri', 'kalo', 'gak', 'bayar', 'kecewa', 'sih']","['suka', 'banget', 'spotify', 'lagunya', 'terbilang', 'kumplittapi', 'update', 'iklan', 'lagunya', 'gak', 'pilih', 'kalo', 'gak', 'bayar', 'kecewa']","['suka', 'banget', 'spotify', 'lagu', 'bilang', 'kumplittapi', 'update', 'iklan', 'lagu', 'gak', 'pilih', 'kalo', 'gak', 'bayar', 'kecewa']",Negative
Icee Bear,3,8/20/2023 19:04,"Kenapa sekarang apa-apa harus pake premium?? Fitur skip lagu juga ada limitnya 😭😭 plisss lah woii, skip lagu doang cuuyyy. Kenapa harus ada limitnya. Mau ganti playlist juga ga bisa. Lagian, yang di skip itu bukan lagu dari playlist. Kalau di playlist kemain acak oke lahhh. Lagi asik dengerin lagu di playlist tiba-tiba muncul lagu ga dikenal. Kan kek ajg bgt 🙏🏼☺️ maaf saya kurangi bintangnya",kenapa sekarang apaapa harus pake premium fitur skip lagu juga ada limitnya    plisss lah woii skip lagu doang cuuyyy kenapa harus ada limitnya mau ganti playlist juga ga bisa lagian yang di skip itu bukan lagu dari playlist kalau di playlist kemain acak oke lahhh lagi asik dengerin lagu di playlist tibatiba muncul lagu ga dikenal kan kek ajg bgt      maaf saya kurangi bintangnya,"['kenapa', 'sekarang', 'apaapa', 'harus', 'pake', 'premium', 'fitur', 'skip', 'lagu', 'juga', 'ada', 'limitnya', 'plisss', 'lah', 'woii', 'skip', 'lagu', 'doang', 'cuuyyy', 'kenapa', 'harus', 'ada', 'limitnya', 'mau', 'ganti', 'playlist', 'juga', 'ga', 'bisa', 'lagian', 'yang', 'di', 'skip', 'itu', 'bukan', 'lagu', 'dari', 'playlist', 'kalau', 'di', 'playlist', 'kemain', 'acak', 'oke', 'lahhh', 'lagi', 'asik', 'dengerin', 'lagu', 'di', 'playlist', 'tibatiba', 'muncul', 'lagu', 'ga', 'dikenal', 'kan', 'kek', 'ajg', 'bgt', 'maaf', 'saya', 'kurangi', 'bintangnya']","['apaapa', 'pake', 'premium', 'fitur', 'skip', 'lagu', 'limitnya', 'plisss', 'woii', 'skip', 'lagu', 'doang', 'cuuyyy', 'limitnya', 'ganti', 'playlist', 'ga', 'skip', 'lagu', 'playlist', 'playlist', 'kemain', 'acak', 'oke', 'lahhh', 'asik', 'dengerin', 'lagu', 'playlist', 'tibatiba', 'muncul', 'lagu', 'ga', 'dikenal', 'kek', 'ajg', 'bgt', 'maaf', 'kurangi', 'bintangnya']","['apaapa', 'pake', 'premium', 'fitur', 'skip', 'lagu', 'limit', 'plisss', 'woii', 'skip', 'lagu', 'doang', 'cuuyyy', 'limit', 'ganti', 'playlist', 'ga', 'skip', 'lagu', 'playlist', 'playlist', 'main', 'acak', 'oke', 'lahhh', 'asik', 'dengerin', 'lagu', 'playlist', 'tibatiba', 'muncul', 'lagu', 'ga', 'kenal', 'kek', 'ajg', 'bgt', 'maaf', 'kurang', 'bintang']",Negative
Rahmat ade Firmansyah,5,8/20/2023 10:22,"Aplikasi musik ini luar biasa! Beragam pilihan lagu dari berbagai genre, kualitas suara yang jernih, dan fitur playlist yang dapat disesuaikan membuat pengalaman mendengarkan musik menjadi sangat menyenangkan",aplikasi musik ini luar biasa beragam pilihan lagu dari berbagai genre kualitas suara yang jernih dan fitur playlist yang dapat disesuaikan membuat pengalaman mendengarkan musik menjadi sangat menyenangkan,"['aplikasi', 'musik', 'ini', 'luar', 'biasa', 'beragam', 'pilihan', 'lagu', 'dari', 'berbagai', 'genre', 'kualitas', 'suara', 'yang', 'jernih', 'dan', 'fitur', 'playlist', 'yang', 'dapat', 'disesuaikan', 'membuat', 'pengalaman', 'mendengarkan', 'musik', 'menjadi', 'sangat', 'menyenangkan']","['aplikasi', 'musik', 'beragam', 'pilihan', 'lagu', 'genre', 'kualitas', 'suara', 'jernih', 'fitur', 'playlist', 'disesuaikan', 'pengalaman', 'mendengarkan', 'musik', 'menyenangkan']","['aplikasi', 'musik', 'agam', 'pilih', 'lagu', 'genre', 'kualitas', 'suara', 'jernih', 'fitur', 'playlist', 'sesuai', 'alam', 'dengar', 'musik', 'senang']",Positive
Lucia Binar,1,8/19/2023 9:29,"Spotify lagi ada gangguan apa sih? Saya perpanjang premium 3x pake dana, saldo kepotong tapi spotify tidak kunjung premium. Saya kira dana nya yang eror, saya coba lewat gopay, ternyata sama aja, saldo kepotong tapi tetap saja spotifynya tidak premium. uang saya hangus :)",spotify lagi ada gangguan apa sih saya perpanjang premium    pake dana saldo kepotong tapi spotify tidak kunjung premium saya kira dana nya yang eror saya coba lewat gopay ternyata sama aja saldo kepotong tapi tetap saja spotifynya tidak premium uang saya hangus ,"['spotify', 'lagi', 'ada', 'gangguan', 'apa', 'sih', 'saya', 'perpanjang', 'premium', 'pake', 'dana', 'saldo', 'kepotong', 'tapi', 'spotify', 'tidak', 'kunjung', 'premium', 'saya', 'kira', 'dana', 'nya', 'yang', 'eror', 'saya', 'coba', 'lewat', 'gopay', 'ternyata', 'sama', 'aja', 'saldo', 'kepotong', 'tapi', 'tetap', 'saja', 'spotifynya', 'tidak', 'premium', 'uang', 'saya', 'hangus']","['spotify', 'gangguan', 'perpanjang', 'premium', 'pake', 'dana', 'saldo', 'kepotong', 'spotify', 'kunjung', 'premium', 'dana', 'eror', 'coba', 'gopay', 'aja', 'saldo', 'kepotong', 'spotifynya', 'premium', 'uang', 'hangus']","['spotify', 'ganggu', 'panjang', 'premium', 'pake', 'dana', 'saldo', 'potong', 'spotify', 'kunjung', 'premium', 'dana', 'eror', 'coba', 'gopay', 'aja', 'saldo', 'potong', 'spotifynya', 'premium', 'uang', 'hangus']",Negative
muhamad sofyan,5,8/19/2023 10:26,"Aplikasi ini sangat bagus, bisa mendengarkan Musik, dan Siaran video dengan tampilan gambar lebih jernih, bisa merekam Video sendiri dan memutar kembali untuk melihatnya, penggunananya sangat mudah sekali Good Spotify 👍",aplikasi ini sangat bagus bisa mendengarkan musik dan siaran video dengan tampilan gambar lebih jernih bisa merekam video sendiri dan memutar kembali untuk melihatnya penggunananya sangat mudah sekali good spotify  ,"['aplikasi', 'ini', 'sangat', 'bagus', 'bisa', 'mendengarkan', 'musik', 'dan', 'siaran', 'video', 'dengan', 'tampilan', 'gambar', 'lebih', 'jernih', 'bisa', 'merekam', 'video', 'sendiri', 'dan', 'memutar', 'kembali', 'untuk', 'melihatnya', 'penggunananya', 'sangat', 'mudah', 'sekali', 'good', 'spotify']","['aplikasi', 'bagus', 'mendengarkan', 'musik', 'siaran', 'video', 'tampilan', 'gambar', 'jernih', 'merekam', 'video', 'memutar', 'penggunananya', 'mudah', 'good', 'spotify']","['aplikasi', 'bagus', 'dengar', 'musik', 'siar', 'video', 'tampil', 'gambar', 'jernih', 'rekam', 'video', 'putar', 'penggunananya', 'mudah', 'good', 'spotify']",Positive
Yusuf Cakradinata,3,8/18/2023 18:35,"aplikasi nya bagus sih tiap dengerin lagu enak banget juga ada vidio dari lagu. tapi saya menyesal harus ada iklan terus padahal saya lagi enak dengerin lagu ehh tiba tiba langsung iklan aja . tolong di atur lagi yah kalau mau dengerin lagu soal nya lagi gabut gw harus dengerin lagu dulu sih kalau gw gabut atau lagi bosen, jadi atur dulu dong iklan nya🙏😔 biar tidak menganggu saat dengar lagu kesukaan saya❤",aplikasi nya bagus sih tiap dengerin lagu enak banget juga ada vidio dari lagu tapi saya menyesal harus ada iklan terus padahal saya lagi enak dengerin lagu ehh tiba tiba langsung iklan aja  tolong di atur lagi yah kalau mau dengerin lagu soal nya lagi gabut gw harus dengerin lagu dulu sih kalau gw gabut atau lagi bosen jadi atur dulu dong iklan nya   biar tidak menganggu saat dengar lagu kesukaan saya ,"['aplikasi', 'nya', 'bagus', 'sih', 'tiap', 'dengerin', 'lagu', 'enak', 'banget', 'juga', 'ada', 'vidio', 'dari', 'lagu', 'tapi', 'saya', 'menyesal', 'harus', 'ada', 'iklan', 'terus', 'padahal', 'saya', 'lagi', 'enak', 'dengerin', 'lagu', 'ehh', 'tiba', 'tiba', 'langsung', 'iklan', 'aja', 'tolong', 'di', 'atur', 'lagi', 'yah', 'kalau', 'mau', 'dengerin', 'lagu', 'soal', 'nya', 'lagi', 'gabut', 'gw', 'harus', 'dengerin', 'lagu', 'dulu', 'sih', 'kalau', 'gw', 'gabut', 'atau', 'lagi', 'bosen', 'jadi', 'atur', 'dulu', 'dong', 'iklan', 'nya', 'biar', 'tidak', 'menganggu', 'saat', 'dengar', 'lagu', 'kesukaan', 'saya']","['aplikasi', 'bagus', 'dengerin', 'lagu', 'enak', 'banget', 'vidio', 'lagu', 'menyesal', 'iklan', 'enak', 'dengerin', 'lagu', 'ehh', 'langsung', 'iklan', 'aja', 'tolong', 'atur', 'dengerin', 'lagu', 'gabut', 'dengerin', 'lagu', 'gabut', 'bosen', 'atur', 'iklan', 'biar', 'menganggu', 'dengar', 'lagu', 'kesukaan']","['aplikasi', 'bagus', 'dengerin', 'lagu', 'enak', 'banget', 'vidio', 'lagu', 'sesal', 'iklan', 'enak', 'dengerin', 'lagu', 'ehh', 'langsung', 'iklan', 'aja', 'tolong', 'atur', 'dengerin', 'lagu', 'gabut', 'dengerin', 'lagu', 'gabut', 'bosen', 'atur', 'iklan', 'biar', 'menganggu', 'dengar', 'lagu', 'suka']",Negative
Tiara Ramadhani,2,8/18/2023 13:10,"Sebenernya udah bagus banget udah nggak ada iklan yang nyelib pas denger musik tapi minus nya mau download lagu aja harus premium yang dulunya nggak berbayar sekarang download lagu pun jadi berbayar tolong di kurangi lah yaa untukn download lagu jadi nggak usah berbayar masa iya hapus iklan bayar,download lagu pun bayar",sebenernya udah bagus banget udah nggak ada iklan yang nyelib pas denger musik tapi minus nya mau download lagu aja harus premium yang dulunya nggak berbayar sekarang download lagu pun jadi berbayar tolong di kurangi lah yaa untukn download lagu jadi nggak usah berbayar masa iya hapus iklan bayardownload lagu pun bayar,"['sebenernya', 'udah', 'bagus', 'banget', 'udah', 'nggak', 'ada', 'iklan', 'yang', 'nyelib', 'pas', 'denger', 'musik', 'tapi', 'minus', 'nya', 'mau', 'download', 'lagu', 'aja', 'harus', 'premium', 'yang', 'dulunya', 'nggak', 'berbayar', 'sekarang', 'download', 'lagu', 'pun', 'jadi', 'berbayar', 'tolong', 'di', 'kurangi', 'lah', 'yaa', 'untukn', 'download', 'lagu', 'jadi', 'nggak', 'usah', 'berbayar', 'masa', 'iya', 'hapus', 'iklan', 'bayardownload', 'lagu', 'pun', 'bayar']","['sebenernya', 'udah', 'bagus', 'banget', 'udah', 'nggak', 'iklan', 'nyelib', 'pas', 'denger', 'musik', 'minus', 'download', 'lagu', 'aja', 'premium', 'dulunya', 'nggak', 'berbayar', 'download', 'lagu', 'berbayar', 'tolong', 'kurangi', 'yaa', 'untukn', 'download', 'lagu', 'nggak', 'berbayar', 'iya', 'hapus', 'iklan', 'bayardownload', 'lagu', 'bayar']","['sebenernya', 'udah', 'bagus', 'banget', 'udah', 'nggak', 'iklan', 'nyelib', 'pas', 'denger', 'musik', 'minus', 'download', 'lagu', 'aja', 'premium', 'dulunya', 'nggak', 'bayar', 'download', 'lagu', 'bayar', 'tolong', 'kurang', 'yaa', 'untukn', 'download', 'lagu', 'nggak', 'bayar', 'iya', 'hapus', 'iklan', 'bayardownload', 'lagu', 'bayar']",Negative
Muhammad Andra Fauzan yusuf,5,12/9/2023 9:51,"Sangat di saran kan menggunakan premium, dengan berbagai macam musik disini, pokok nya relax dah dengan lagu sesuai selera",sangat di saran kan menggunakan premium dengan berbagai macam musik disini pokok nya relax dah dengan lagu sesuai selera,"['sangat', 'di', 'saran', 'kan', 'menggunakan', 'premium', 'dengan', 'berbagai', 'macam', 'musik', 'disini', 'pokok', 'nya', 'relax', 'dah', 'dengan', 'lagu', 'sesuai', 'selera']","['saran', 'premium', 'musik', 'pokok', 'relax', 'dah', 'lagu', 'sesuai', 'selera']","['saran', 'premium', 'musik', 'pokok', 'relax', 'dah', 'lagu', 'sesuai', 'selera']",Positive
Yunaldi Dgazali,5,12/9/2023 9:29,"sangat menghibur kala hati galau. tidak hambatan teknis, tq Spotify.",sangat menghibur kala hati galau tidak hambatan teknis tq spotify,"['sangat', 'menghibur', 'kala', 'hati', 'galau', 'tidak', 'hambatan', 'teknis', 'tq', 'spotify']","['menghibur', 'hati', 'galau', 'hambatan', 'teknis', 'tq', 'spotify']","['hibur', 'hati', 'galau', 'hambat', 'teknis', 'tq', 'spotify']",Positive
